Chevrolet 501
Citroen 710
Fiat 273
Ford 1451
Honda 394
Hyundai 435
Kia 428
Lancia 374
Mazda 488
Mitsubishi 400
Nissan 498
Opel 499
Peugeot 343
Renault 479
Seat 394
Skoda 506
Suzuki 293
Toyota 629
Volkswagen 684
